key,value
.module.file.data_classification.policy.group.desc,string
.module.file.data_classification.policy.group.domain,string
.module.file.data_classification.policy.group.name,string
.module.file.data_classification.policy.group.privileges[],string
.module.file.data_classification.policy.group.type,string
.module.file.data_classification.policy.group.uid,string
.module.file.data_classification.policy.is_applied,boolean
.module.file.data_classification.policy.name,string
.module.file.data_classification.policy.uid,string
.module.file.data_classification.policy.version,string
.module.file.desc,string
.module.file.ext,string
.module.file.hashes[].algorithm,string
.module.file.hashes[].algorithm_id,integer
.module.file.hashes[].value,string
.module.file.is_system,boolean
.module.file.mime_type,string
.module.file.modified_time,integer
.module.file.modified_time_dt,string
.module.file.modifier.account.labels[],string
.module.file.modifier.account.name,string
.module.file.modifier.account.type,string
.module.file.modifier.account.type_id,integer
.module.file.modifier.account.uid,string
.module.file.modifier.credential_uid,string
.module.file.modifier.domain,string
.module.file.modifier.email_addr,string
.module.file.modifier.full_name,string
.module.file.modifier.groups[].desc,string
.module.file.modifier.groups[].domain,string
.module.file.modifier.groups[].name,string
.module.file.modifier.groups[].privileges[],string
.module.file.modifier.groups[].type,string
.module.file.modifier.groups[].uid,string
.module.file.modifier.ldap_person.cost_center,string
.module.file.modifier.ldap_person.created_time,integer
.module.file.modifier.ldap_person.created_time_dt,string
.module.file.modifier.ldap_person.deleted_time,integer
.module.file.modifier.ldap_person.deleted_time_dt,string
.module.file.modifier.ldap_person.email_addrs[],string
.module.file.modifier.ldap_person.employee_uid,string
.module.file.modifier.ldap_person.given_name,string
.module.file.modifier.ldap_person.hire_time,integer
.module.file.modifier.ldap_person.hire_time_dt,string
.module.file.modifier.ldap_person.job_title,string
.module.file.modifier.ldap_person.labels[],string
.module.file.modifier.ldap_person.last_login_time,integer
.module.file.modifier.ldap_person.last_login_time_dt,string
.module.file.modifier.ldap_person.ldap_cn,string
.module.file.modifier.ldap_person.ldap_dn,string
.module.file.modifier.ldap_person.leave_time,integer
.module.file.modifier.ldap_person.leave_time_dt,string
.module.file.modifier.ldap_person.location.city,string
.module.file.modifier.ldap_person.location.continent,string
.module.file.modifier.ldap_person.location.coordinates[],number
.module.file.modifier.ldap_person.location.country,string
.module.file.modifier.ldap_person.location.desc,string
.module.file.modifier.ldap_person.location.geohash,string
.module.file.modifier.ldap_person.location.is_on_premises,boolean
.module.file.modifier.ldap_person.location.isp,string
.module.file.modifier.ldap_person.location.lat,number
.module.file.modifier.ldap_person.location.long,number
.module.file.modifier.ldap_person.location.postal_code,string
.module.file.modifier.ldap_person.location.provider,string
.module.file.modifier.ldap_person.location.region,string
.module.file.modifier.ldap_person.manager,null
.module.file.modifier.ldap_person.modified_time,integer
.module.file.modifier.ldap_person.modified_time_dt,string
.module.file.modifier.ldap_person.office_location,string
.module.file.modifier.ldap_person.surname,string
.module.file.modifier.name,string
.module.file.modifier.org.name,string
.module.file.modifier.org.ou_name,string
.module.file.modifier.org.ou_uid,string
.module.file.modifier.org.uid,string
.module.file.modifier.risk_level,string
.module.file.modifier.risk_level_id,integer
.module.file.modifier.risk_score,integer
.module.file.modifier.type,string
.module.file.modifier.type_id,integer
.module.file.modifier.uid,string
.module.file.modifier.uid_alt,string
.module.file.name,string
.module.file.owner.account.labels[],string
.module.file.owner.account.name,string
.module.file.owner.account.type,string
.module.file.owner.account.type_id,integer
.module.file.owner.account.uid,string
.module.file.owner.credential_uid,string
.module.file.owner.domain,string
.module.file.owner.email_addr,string
.module.file.owner.full_name,string
.module.file.owner.groups[].desc,string
.module.file.owner.groups[].domain,string
.module.file.owner.groups[].name,string
.module.file.owner.groups[].privileges[],string
.module.file.owner.groups[].type,string
.module.file.owner.groups[].uid,string
.module.file.owner.ldap_person.cost_center,string
.module.file.owner.ldap_person.created_time,integer
.module.file.owner.ldap_person.created_time_dt,string
.module.file.owner.ldap_person.deleted_time,integer
.module.file.owner.ldap_person.deleted_time_dt,string
.module.file.owner.ldap_person.email_addrs[],string
.module.file.owner.ldap_person.employee_uid,string
.module.file.owner.ldap_person.given_name,string
.module.file.owner.ldap_person.hire_time,integer
.module.file.owner.ldap_person.hire_time_dt,string
.module.file.owner.ldap_person.job_title,string
.module.file.owner.ldap_person.labels[],string
.module.file.owner.ldap_person.last_login_time,integer
.module.file.owner.ldap_person.last_login_time_dt,string
.module.file.owner.ldap_person.ldap_cn,string
.module.file.owner.ldap_person.ldap_dn,string
.module.file.owner.ldap_person.leave_time,integer
.module.file.owner.ldap_person.leave_time_dt,string
.module.file.owner.ldap_person.location.city,string
.module.file.owner.ldap_person.location.continent,string
.module.file.owner.ldap_person.location.coordinates[],number
.module.file.owner.ldap_person.location.country,string
.module.file.owner.ldap_person.location.desc,string
.module.file.owner.ldap_person.location.geohash,string
.module.file.owner.ldap_person.location.is_on_premises,boolean
.module.file.owner.ldap_person.location.isp,string
.module.file.owner.ldap_person.location.lat,number
.module.file.owner.ldap_person.location.long,number
.module.file.owner.ldap_person.location.postal_code,string
.module.file.owner.ldap_person.location.provider,string
.module.file.owner.ldap_person.location.region,string
.module.file.owner.ldap_person.manager,null
.module.file.owner.ldap_person.modified_time,integer
.module.file.owner.ldap_person.modified_time_dt,string
.module.file.owner.ldap_person.office_location,string
.module.file.owner.ldap_person.surname,string
.module.file.owner.name,string
.module.file.owner.org.name,string
.module.file.owner.org.ou_name,string
.module.file.owner.org.ou_uid,string
.module.file.owner.org.uid,string
.module.file.owner.risk_level,string
.module.file.owner.risk_level_id,integer
.module.file.owner.risk_score,integer
.module.file.owner.type,string
.module.file.owner.type_id,integer
.module.file.owner.uid,string
.module.file.owner.uid_alt,string
.module.file.parent_folder,string
.module.file.path,string
.module.file.product.cpe_name,string
.module.file.product.data_classification.category,string
.module.file.product.data_classification.category_id,integer
.module.file.product.data_classification.confidentiality,string
.module.file.product.data_classification.confidentiality_id,integer
.module.file.product.data_classification.policy.desc,string
.module.file.product.data_classification.policy.group.desc,string
.module.file.product.data_classification.policy.group.domain,string
.module.file.product.data_classification.policy.group.name,string
.module.file.product.data_classification.policy.group.privileges[],string
.module.file.product.data_classification.policy.group.type,string
.module.file.product.data_classification.policy.group.uid,string
.module.file.product.data_classification.policy.is_applied,boolean
.module.file.product.data_classification.policy.name,string
.module.file.product.data_classification.policy.uid,string
.module.file.product.data_classification.policy.version,string
.module.file.product.feature.name,string
.module.file.product.feature.uid,string
.module.file.product.feature.version,string
.module.file.product.lang,string
.module.file.product.name,string
.module.file.product.path,string
.module.file.product.uid,string
.module.file.product.url_string,string
.module.file.product.vendor_name,string
.module.file.product.version,string
.module.file.security_descriptor,string
.module.file.signature.algorithm,string
.module.file.signature.algorithm_id,integer
.module.file.signature.certificate.created_time,integer
.module.file.signature.certificate.created_time_dt,string
.module.file.signature.certificate.expiration_time,integer
.module.file.signature.certificate.expiration_time_dt,string
.module.file.signature.certificate.fingerprints[].algorithm,string
.module.file.signature.certificate.fingerprints[].algorithm_id,integer
.module.file.signature.certificate.fingerprints[].value,string
.module.file.signature.certificate.is_self_signed,boolean
.module.file.signature.certificate.issuer,string
.module.file.signature.certificate.serial_number,string
.module.file.signature.certificate.subject,string
.module.file.signature.certificate.uid,string
.module.file.signature.certificate.version,string
.module.file.signature.created_time,integer
.module.file.signature.created_time_dt,string
.module.file.signature.developer_uid,string
.module.file.signature.digest.algorithm,string
.module.file.signature.digest.algorithm_id,integer
.module.file.signature.digest.value,string
.module.file.signature.state,string
.module.file.signature.state_id,integer
.module.file.size,integer
.module.file.type,string
.module.file.type_id,integer
.module.file.uid,string
.module.file.version,string
.module.file.xattributes,object
.module.function_name,string
.module.load_type,string
.module.load_type_id,integer
.module.start_address,string
.module.type,string
.name,string
.network_interfaces[].hostname,string
.network_interfaces[].ip,string
.network_interfaces[].mac,string
.network_interfaces[].name,string
.network_interfaces[].namespace,string
.network_interfaces[].subnet_prefix,integer
.network_interfaces[].type,string
.network_interfaces[].type_id,integer
.network_interfaces[].uid,string
.nist[],string
.num_detections,integer
.num_files,integer
.num_folders,integer
.num_network_items,integer
.num_processes,integer
.num_registry_items,integer
.num_resolutions,integer
.num_skipped_items,integer
.num_trusted_items,integer
.observables[].name,string
.observables[].reputation.base_score,number
.observables[].reputation.provider,string
.observables[].reputation.score,string
.observables[].reputation.score_id,integer
.observables[].type,string
.observables[].type_id,integer
.observables[].value,string
.open_mask,integer
.open_type,string
.osint[].answers[].class,string
.osint[].answers[].flag_ids[],integer
.osint[].answers[].flags[],string
.osint[].answers[].packet_uid,integer
.osint[].answers[].rdata,string
.osint[].answers[].ttl,integer
.osint[].answers[].type,string
.osint[].attacks[].sub_technique.name,string
.osint[].attacks[].sub_technique.src_url,string
.osint[].attacks[].sub_technique.uid,string
.osint[].attacks[].tactic.name,string
.osint[].attacks[].tactic.src_url,string
.osint[].attacks[].tactic.uid,string
.osint[].attacks[].tactics[].name,string
.osint[].attacks[].tactics[].src_url,string
.osint[].attacks[].tactics[].uid,string
.osint[].attacks[].technique.name,string
.osint[].attacks[].technique.src_url,string
.osint[].attacks[].technique.uid,string
.osint[].attacks[].version,string
.osint[].autonomous_system.name,string
.osint[].autonomous_system.number,integer
.osint[].comment,string
.osint[].confidence,string
.osint[].confidence_id,integer
.osint[].email.cc[],string
.osint[].email.data_classification.category,string
.osint[].email.data_classification.category_id,integer
.osint[].email.data_classification.confidentiality,string
.osint[].email.data_classification.confidentiality_id,integer
.osint[].email.data_classification.policy.desc,string
.osint[].email.data_classification.policy.group.desc,string
.osint[].email.data_classification.policy.group.domain,string
.osint[].email.data_classification.policy.group.name,string
.osint[].email.data_classification.policy.group.privileges[],string
.osint[].email.data_classification.policy.group.type,string
.osint[].email.data_classification.policy.group.uid,string
.osint[].email.data_classification.policy.is_applied,boolean
.osint[].email.data_classification.policy.name,string
.osint[].email.data_classification.policy.uid,string
.osint[].email.data_classification.policy.version,string
.osint[].email.delivered_to,string
.osint[].email.from,string
.osint[].email.message_uid,string
.osint[].email.raw_header,string
.osint[].email.reply_to,string
.osint[].email.size,integer
.osint[].email.smtp_from,string
.osint[].email.smtp_to[],string
.osint[].email.subject,string
.osint[].email.to[],string
.osint[].email.uid,string
.osint[].email.x_originating_ip[],string
.osint[].email_auth.dkim,string
.osint[].email_auth.dkim_domain,string
.osint[].email_auth.dkim_signature,string
.osint[].email_auth.dmarc,string
.osint[].email_auth.dmarc_override,string
.osint[].email_auth.dmarc_policy,string
.osint[].email_auth.spf,string
.osint[].kill_chain[].phase,string
.osint[].kill_chain[].phase_id,integer
.osint[].location.city,string
.osint[].location.continent,string
.osint[].location.coordinates[],number
.osint[].location.country,string
.osint[].location.desc,string
.osint[].location.geohash,string
.osint[].location.is_on_premises,boolean
.osint[].location.isp,string
.osint[].location.lat,number
.osint[].location.long,number
.osint[].location.postal_code,string
.osint[].location.provider,string
.osint[].location.region,string
.osint[].name,string
.osint[].signatures[].algorithm,string
.osint[].signatures[].algorithm_id,integer
.osint[].signatures[].certificate.created_time,integer
.osint[].signatures[].certificate.created_time_dt,string
.osint[].signatures[].certificate.expiration_time,integer
.osint[].signatures[].certificate.expiration_time_dt,string
.osint[].signatures[].certificate.fingerprints[].algorithm,string
.osint[].signatures[].certificate.fingerprints[].algorithm_id,integer
.osint[].signatures[].certificate.fingerprints[].value,string
.osint[].signatures[].certificate.is_self_signed,boolean
.osint[].signatures[].certificate.issuer,string
.osint[].signatures[].certificate.serial_number,string
.osint[].signatures[].certificate.subject,string
.osint[].signatures[].certificate.uid,string
.osint[].signatures[].certificate.version,string
.osint[].signatures[].created_time,integer
.osint[].signatures[].created_time_dt,string
.osint[].signatures[].developer_uid,string
.osint[].signatures[].digest.algorithm,string
.osint[].signatures[].digest.algorithm_id,integer
.osint[].signatures[].digest.value,string
.osint[].signatures[].state,string
.osint[].signatures[].state_id,integer
.osint[].src_url,string
.osint[].subdomains[],string
.osint[].tlp,string
.osint[].type,string
.osint[].type_id,integer
.osint[].uid,string
.osint[].value,string
.osint[].vendor_name,string
.osint[].vulnerabilities[].affected_code[].end_line,integer
.osint[].vulnerabilities[].affected_code[].file.accessed_time,integer
.osint[].vulnerabilities[].affected_code[].file.accessed_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.accessor.account.labels[],string
.osint[].vulnerabilities[].affected_code[].file.accessor.account.name,string
.osint[].vulnerabilities[].affected_code[].file.accessor.account.type,string
.osint[].vulnerabilities[].affected_code[].file.accessor.account.type_id,integer
.osint[].vulnerabilities[].affected_code[].file.accessor.account.uid,string
.osint[].vulnerabilities[].affected_code[].file.accessor.credential_uid,string
.osint[].vulnerabilities[].affected_code[].file.accessor.domain,string
.osint[].vulnerabilities[].affected_code[].file.accessor.email_addr,string
.osint[].vulnerabilities[].affected_code[].file.accessor.full_name,string
.osint[].vulnerabilities[].affected_code[].file.accessor.groups[].desc,string
.osint[].vulnerabilities[].affected_code[].file.accessor.groups[].domain,string
.osint[].vulnerabilities[].affected_code[].file.accessor.groups[].name,string
.osint[].vulnerabilities[].affected_code[].file.accessor.groups[].privileges[],string
.osint[].vulnerabilities[].affected_code[].file.accessor.groups[].type,string
.osint[].vulnerabilities[].affected_code[].file.accessor.groups[].uid,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.cost_center,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.created_time,integer
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.created_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.deleted_time,integer
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.deleted_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.email_addrs[],string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.employee_uid,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.given_name,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.hire_time,integer
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.hire_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.job_title,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.labels[],string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.last_login_time,integer
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.last_login_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.ldap_cn,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.ldap_dn,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.leave_time,integer
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.leave_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.location.city,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.location.continent,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.location.coordinates[],number
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.location.country,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.location.desc,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.location.geohash,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.location.is_on_premises,boolean
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.location.isp,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.location.lat,number
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.location.long,number
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.location.postal_code,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.location.provider,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.location.region,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.manager,null
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.modified_time,integer
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.modified_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.office_location,string
.osint[].vulnerabilities[].affected_code[].file.accessor.ldap_person.surname,string
.osint[].vulnerabilities[].affected_code[].file.accessor.name,string
.osint[].vulnerabilities[].affected_code[].file.accessor.org.name,string
.osint[].vulnerabilities[].affected_code[].file.accessor.org.ou_name,string
.osint[].vulnerabilities[].affected_code[].file.accessor.org.ou_uid,string
.osint[].vulnerabilities[].affected_code[].file.accessor.org.uid,string
.osint[].vulnerabilities[].affected_code[].file.accessor.risk_level,string
.osint[].vulnerabilities[].affected_code[].file.accessor.risk_level_id,integer
.osint[].vulnerabilities[].affected_code[].file.accessor.risk_score,integer
.osint[].vulnerabilities[].affected_code[].file.accessor.type,string
.osint[].vulnerabilities[].affected_code[].file.accessor.type_id,integer
.osint[].vulnerabilities[].affected_code[].file.accessor.uid,string
.osint[].vulnerabilities[].affected_code[].file.accessor.uid_alt,string
.osint[].vulnerabilities[].affected_code[].file.attributes,integer
.osint[].vulnerabilities[].affected_code[].file.company_name,string
.osint[].vulnerabilities[].affected_code[].file.confidentiality,string
.osint[].vulnerabilities[].affected_code[].file.confidentiality_id,integer
.osint[].vulnerabilities[].affected_code[].file.created_time,integer
.osint[].vulnerabilities[].affected_code[].file.created_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.creator.account.labels[],string
.osint[].vulnerabilities[].affected_code[].file.creator.account.name,string
.osint[].vulnerabilities[].affected_code[].file.creator.account.type,string
.osint[].vulnerabilities[].affected_code[].file.creator.account.type_id,integer
.osint[].vulnerabilities[].affected_code[].file.creator.account.uid,string
.osint[].vulnerabilities[].affected_code[].file.creator.credential_uid,string
.osint[].vulnerabilities[].affected_code[].file.creator.domain,string
.osint[].vulnerabilities[].affected_code[].file.creator.email_addr,string
.osint[].vulnerabilities[].affected_code[].file.creator.full_name,string
.osint[].vulnerabilities[].affected_code[].file.creator.groups[].desc,string
.osint[].vulnerabilities[].affected_code[].file.creator.groups[].domain,string
.osint[].vulnerabilities[].affected_code[].file.creator.groups[].name,string
.osint[].vulnerabilities[].affected_code[].file.creator.groups[].privileges[],string
.osint[].vulnerabilities[].affected_code[].file.creator.groups[].type,string
.osint[].vulnerabilities[].affected_code[].file.creator.groups[].uid,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.cost_center,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.created_time,integer
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.created_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.deleted_time,integer
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.deleted_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.email_addrs[],string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.employee_uid,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.given_name,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.hire_time,integer
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.hire_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.job_title,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.labels[],string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.last_login_time,integer
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.last_login_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.ldap_cn,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.ldap_dn,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.leave_time,integer
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.leave_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.location.city,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.location.continent,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.location.coordinates[],number
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.location.country,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.location.desc,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.location.geohash,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.location.is_on_premises,boolean
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.location.isp,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.location.lat,number
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.location.long,number
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.location.postal_code,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.location.provider,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.location.region,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.manager,null
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.modified_time,integer
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.modified_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.office_location,string
.osint[].vulnerabilities[].affected_code[].file.creator.ldap_person.surname,string
.osint[].vulnerabilities[].affected_code[].file.creator.name,string
.osint[].vulnerabilities[].affected_code[].file.creator.org.name,string
.osint[].vulnerabilities[].affected_code[].file.creator.org.ou_name,string
.osint[].vulnerabilities[].affected_code[].file.creator.org.ou_uid,string
.osint[].vulnerabilities[].affected_code[].file.creator.org.uid,string
.osint[].vulnerabilities[].affected_code[].file.creator.risk_level,string
.osint[].vulnerabilities[].affected_code[].file.creator.risk_level_id,integer
.osint[].vulnerabilities[].affected_code[].file.creator.risk_score,integer
.osint[].vulnerabilities[].affected_code[].file.creator.type,string
.osint[].vulnerabilities[].affected_code[].file.creator.type_id,integer
.osint[].vulnerabilities[].affected_code[].file.creator.uid,string
.osint[].vulnerabilities[].affected_code[].file.creator.uid_alt,string
.osint[].vulnerabilities[].affected_code[].file.data_classification.category,string
.osint[].vulnerabilities[].affected_code[].file.data_classification.category_id,integer
.osint[].vulnerabilities[].affected_code[].file.data_classification.confidentiality,string
.osint[].vulnerabilities[].affected_code[].file.data_classification.confidentiality_id,integer
.osint[].vulnerabilities[].affected_code[].file.data_classification.policy.desc,string
.osint[].vulnerabilities[].affected_code[].file.data_classification.policy.group.desc,string
.osint[].vulnerabilities[].affected_code[].file.data_classification.policy.group.domain,string
.osint[].vulnerabilities[].affected_code[].file.data_classification.policy.group.name,string
.osint[].vulnerabilities[].affected_code[].file.data_classification.policy.group.privileges[],string
.osint[].vulnerabilities[].affected_code[].file.data_classification.policy.group.type,string
.osint[].vulnerabilities[].affected_code[].file.data_classification.policy.group.uid,string
.osint[].vulnerabilities[].affected_code[].file.data_classification.policy.is_applied,boolean
.osint[].vulnerabilities[].affected_code[].file.data_classification.policy.name,string
.osint[].vulnerabilities[].affected_code[].file.data_classification.policy.uid,string
.osint[].vulnerabilities[].affected_code[].file.data_classification.policy.version,string
.osint[].vulnerabilities[].affected_code[].file.desc,string
.osint[].vulnerabilities[].affected_code[].file.ext,string
.osint[].vulnerabilities[].affected_code[].file.hashes[].algorithm,string
.osint[].vulnerabilities[].affected_code[].file.hashes[].algorithm_id,integer
.osint[].vulnerabilities[].affected_code[].file.hashes[].value,string
.osint[].vulnerabilities[].affected_code[].file.is_system,boolean
.osint[].vulnerabilities[].affected_code[].file.mime_type,string
.osint[].vulnerabilities[].affected_code[].file.modified_time,integer
.osint[].vulnerabilities[].affected_code[].file.modified_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.modifier.account.labels[],string
.osint[].vulnerabilities[].affected_code[].file.modifier.account.name,string
.osint[].vulnerabilities[].affected_code[].file.modifier.account.type,string
.osint[].vulnerabilities[].affected_code[].file.modifier.account.type_id,integer
.osint[].vulnerabilities[].affected_code[].file.modifier.account.uid,string
.osint[].vulnerabilities[].affected_code[].file.modifier.credential_uid,string
.osint[].vulnerabilities[].affected_code[].file.modifier.domain,string
.osint[].vulnerabilities[].affected_code[].file.modifier.email_addr,string
.osint[].vulnerabilities[].affected_code[].file.modifier.full_name,string
.osint[].vulnerabilities[].affected_code[].file.modifier.groups[].desc,string
.osint[].vulnerabilities[].affected_code[].file.modifier.groups[].domain,string
.osint[].vulnerabilities[].affected_code[].file.modifier.groups[].name,string
.osint[].vulnerabilities[].affected_code[].file.modifier.groups[].privileges[],string
.osint[].vulnerabilities[].affected_code[].file.modifier.groups[].type,string
.osint[].vulnerabilities[].affected_code[].file.modifier.groups[].uid,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.cost_center,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.created_time,integer
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.created_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.deleted_time,integer
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.deleted_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.email_addrs[],string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.employee_uid,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.given_name,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.hire_time,integer
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.hire_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.job_title,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.labels[],string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.last_login_time,integer
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.last_login_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.ldap_cn,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.ldap_dn,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.leave_time,integer
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.leave_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.location.city,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.location.continent,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.location.coordinates[],number
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.location.country,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.location.desc,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.location.geohash,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.location.is_on_premises,boolean
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.location.isp,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.location.lat,number
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.location.long,number
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.location.postal_code,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.location.provider,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.location.region,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.manager,null
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.modified_time,integer
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.modified_time_dt,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.office_location,string
.osint[].vulnerabilities[].affected_code[].file.modifier.ldap_person.surname,string
.osint[].vulnerabilities[].affected_code[].file.modifier.name,string
.osint[].vulnerabilities[].affected_code[].file.modifier.org.name,string
.osint[].vulnerabilities[].affected_code[].file.modifier.org.ou_name,string
.osint[].vulnerabilities[].affected_code[].file.modifier.org.ou_uid,string
.osint[].vulnerabilities[].affected_code[].file.modifier.org.uid,string
.osint[].vulnerabilities[].affected_code[].file.modifier.risk_level,string
.osint[].vulnerabilities[].affected_code[].file.modifier.risk_level_id,integer
.osint[].vulnerabilities[].affected_code[].file.modifier.risk_score,integer
.osint[].vulnerabilities[].affected_code[].file.modifier.type,string
.osint[].vulnerabilities[].affected_code[].file.modifier.type_id,integer
